**** serial probe 2013/06/06 15:05:07 ****
00,0
00,0
00,1
00,2
00,3
00,4
00,5
00,6
00,7
00,8
00,9
00,10
00,11
00,12
00,13
00,14
01,15
01,16
01,17
01,18
01,19
01,20
05,21
05,22
05,23
05,24
05,25
05,26
07,27
07,28
07,29
07,30
07,31
07,32
07,33
07,34
07,35
07,36
07,37
07,38
07,39
07,40
07,41
06,42
06,43
06,44
06,45
06,46
06,47
06,48
06,49
06,50
02,51
02,52
02,53
02,54
02,55
00,56
00,57
00,58
00,59
00,60
00,61
00,62
00,63
00,64
00,65
00,66
00,67
00,68
00,69
00,70
00,71
00,72
00,73
00,74
00,75
00,76
00,77
00,78
00,79
00,80
00,81
00,82
00,83
00,84
00,85
00,86
00,87
00,88
00,89
00,90
00,91
00,92
00,93
00,94
00,95
00,96
00,97
00,98
00,99
00,100
00,101
00,102
00,103
00,104
00,105
00,106
00,107
00,108
00,109
00,110
00,111
00,112
00,113
00,114
00,115
00,116
00,117
00,118
00,119
00,120
00,121
00,122
00,123
00,124
00,125
00,126
00,127
00,0
00,1
00,2
00,3
00,4
00,5
00,6
00,7
00,8
00,9
00,10
00,11
00,12
00,13
00,14
00,15
00,16
00,17
01,18
01,19
01,20
01,21
05,22
05,23
05,24
05,25
05,26
05,27
05,28
05,29
07,30
07,31
07,32
07,33
07,34
07,35
07,36
07,37
07,38
07,39
07,40
07,41
07,42
06,43
06,44
06,45
06,46
06,47
06,48
06,49
06,50
06,51
02,52
02,53
02,54
02,55
02,56
00,57
00,58
00,59
00,60
00,61
00,62
00,63
00,64
00,65
00,66
00,67
00,68
00,69
00,70
00,71
00,72
00,73
00,74
00,75
00,76
00,77
00,78
00,79
00,80
00,81
00,82
00,83
00,84
00,85
00,86
00,87
00,88
00,89
00,90
00,91
00,92
00,93
00,94
00,95
00,96
00,97
00,98
00,99
00,100
00,101
00,102
00,103
01,104
00,105
00,106
00,107
00,108
00,109
00,110
00,111
00,112
00,113
00,114
00,115
00,116
00,117
00,118
00,119
00,120
00,121
00,122
00,123
00,124
00,125
00,126
00,127
00,128
00,0
00,1
00,2
00,3
00,4
00,5
00,6
00,7
00,8
00,9
00,10
00,11
00,12
00,13
